,listing_id,id,date,reviewer_id,reviewer_name,comments,key_words
46,6993502,41556620,8/7/2015,40538862,Jordan,"Exactly what I needed! I was in NYC for one night and only needed a place to sleep that was convenient to Penn Station. This place is a very short walk from the station and near great shopping and Koreatown, my favorite place to go in NYC. Yu was very quick to respond to my request and questions and the room was clean and nice. The apartment was surprisingly quiet for being in a busy area. I couldn't hear any outside noise or even neighbors. The bed was comfortable and the shower is awesome. Yu was very welcoming and professional getting me settled in. I would absolutely stay here again.","exactly, nyc, sleep, short, great, koreatown, favorite, nyc, yu, quick, clean, nice, surprisingly, quiet, busy, noise, even, neighbor, comfortable, awesome, professional, absolutely"
47,6993502,41897071,8/9/2015,23867158,Brooke,Had a great stay! Everything was as described and Yu was a great host Very well located as well. Highly recommend.,"great, yu, great, well, well, highly"
48,6993502,42364345,8/12/2015,13078200,Sharon,"I was only there a short time but everything was as described. Perfect spot for exploring New York and yes, being close to everything. Place was clean and everything you need is there! Yu was helpful and polite, with good communication. I recommend!","short, perfect, new, yes, close, clean, yu, helpful, polite, good"
49,6993502,42970581,8/16/2015,21367988,Roland,Yu was very hospitable and very friendly. His place was a couple blocks away from Madison Square Garden which was very convenient.  It is close to everything!  I would definitely stay there again.,"hospitable, friendly, away, square, close, definitely"
50,6993502,44506346,8/26/2015,39147880,Madelaine,"Yu was very friendly and made my stay easy. His place is super clean!
the wifi was not 100% but generally worked.
I would definitely go back.","friendly, easy, super, generally, definitely, back"
51,6993502,46407686,9/10/2015,27802665,Christy Joy,"Yu is prompt with replies and will check in periodically to ensure you're enjoying your stay.  He was also accommodating with check in and check out times.

The apartment's location is convenient!  Subways, stores, restaurants, and bars can all be accessed within 1-4 short blocks.  The bedroom itself is very spacious.  Highly recommend for minimalists that just need a shower and bed for an excellent value.

Items to note:
- AC only in the Living Room, but there is a fan in the bedroom
- No washer and dryer in apartment or building, but NYC has ample options for laundromats and laundry service
- No gym in building, but the High Line is a little over 2 long blocks away for a scenic early morning walk/run.  Also a Citi Bike station is about 2 short blocks away to go for a bike ride along the Hudson River bike path.
- The public WiFi is from Dunkin Donuts downstairs, so signal strength isn't the strongest (2-3 bars max) in the bedroom; you have to Accept Terms before each use and after every so many hours; and there is bandwidth control, so downloads can take awhile
- Bring your own bath towel as only a hand towel is provided
- Shared bathroom, so it may take some scheduling coordination","periodically, also, short, spacious, highly, excellent, dryer, nyc, laundry, high, little, long, away, scenic, early, also, short, away, bike, path, public, signal, many, awhile"
52,6993502,47177172,9/16/2015,41321404,Jin,"Positive points:
1)great location. 2)clean APT, hardwood. 3)gentle & nice host.

Negative points:
1)small place, Manhattan size. 2)weak WiFi, have to use down stair store one.","positive, great, clean, apt, gentle, nice, negative, small, manhattan, weak"
53,6993502,47327254,9/17/2015,17598541,Robert,"Yu was helpful from the start. While his previous guest was still in the process of checking out, he let me leave my bag to lighten my load while I ran my trips around town. 

The location was exactly as described. I was there for a concert & Madison Square Garden was extremely close (1 min walk).

The room was just as described, clean and prepared for check-in with no delay. Yu's place is just what you need to get in, sleep on a comfy bed & be on your way.

I definitely give Yu's place the highest recommendation & would stay there again.","yu, helpful, previous, still, process, lighten, around, exactly, concert, extremely, close, clean, prepared, sleep, definitely, yu"
54,6993502,47423914,9/18/2015,11197310,Calvin,"Great location, within walking distance to Penn Station. Perfect for a no-frills overnight stay. Very accomodating of Yu to let us leave our luggage there in the early hours before check-in.","great, perfect, overnight, yu, u, early"
55,6993502,47734133,9/21/2015,41098188,Jill,Yu was a very welcoming host and was open to answering any questions we had. The room was clean & comfortable - as described. The location was convenient and there is super yummy late night pizza one block away :)  I would definitely stay here again !,"open, comfortable, super, late, away, definitely"
56,6993502,48455721,9/26/2015,44297761,Vincent,"Yu is very friendly and helpful. The location is very good, located very closed to Penn Station and subways. The bedroom and bathroom is pretty clean.  Though the shower is pretty weak. It is a 2 bedrooms, 1 bathroom, 1 small kitchen and one living room studio.  Even though Yu is staying in the other room, but I feel I still have some privacy. Overall, it is pretty good. ","yu, friendly, helpful, penn, pretty, clean, weak, small, even, yu, still, overall, pretty, good"
57,6993502,48730639,9/28/2015,5705314,Luisa,"My husband and I spent the weekend at Yu's apartment. He left us to drop our bags off so early in the morning,and we really appreciate it. The location is totally amazing,you have everything you need and you can walk everywhere or take a bike. The pizza restaurant at the corner is so good. 
The room was ok, but the mattresses still has the plastic on so every time you move its create noise. Sleeping was not so good because of that.  The room and the apartment itself were so clean and everything was wonderful if we does not count on the plastic.

Thanks Yu","u, early, really, totally, everywhere, good, still, plastic, good, clean, wonderful, plastic"
58,6993502,49141048,10/1/2015,3022424,Sonia,"Large and very clean room in a tidy apartment. I mainly booked this room because I would arrive in Penn Station and wanted to drop my bag  nearby. Communication with Yu Jen was easy and he meet me in the apartment on the time of my arrival.
Surprisingly not very noisy at all.
I would recommend staying at Yu Jen's.","large, clean, mainly, penn, nearby, easy, apartment, arrival, surprisingly, noisy"
59,6993502,49392650,10/3/2015,43504588,Mina,"Yu was a brilliant host and made myself and my friend feel welcome as soon as we arrived at his flat. The flat is in a brilliant location, extremely close to all the tourist destinations - Times Square, Rockefeller, Empire State, Chelsea and is in a very lively area. The flat itself, including the bathroom, was always extremely clean which is a huge relief when staying at someone's place. Yu was very accommodating and took on board any feedback (I mentioned there wasn't a mirror and didn't expect him to go out and buy one!) and made sure that we were comfortable at all times. Yu was always available and replied promptly if I ever had a message or question. I would absolutely recommend staying at his flat - you won't regret it.","welcome, soon, flat, flat, brilliant, extremely, close, square, lively, flat, always, extremely, clean, huge, sure, comfortable, always, available, promptly, ever, message, absolutely, flat"
